created_at,updated_at,meta_data,id,LPN,barcode,parent,descriptor,application_data
2023-09-27 16:43:03,2023-09-27 16:43:03,,22c24b595891e2ad54e25d5411eea390,BIN000001_102,BIN000001_102,22c24b595891d777e65e5cfb11eeaad2,22c24b595891c3f156905d5211eeb952,
2023-09-27 06:13:04,2023-09-27 16:44:17,,22c24b595891e286181c5cfc11ee8c99,BIN000001_201,BIN000001_201,22c24b595891d777e65e5cfb11eeaad2,22c24b595891f260f8f45cfb11eeb503,
2023-09-27 06:12:48,2023-09-27 16:44:33,,22c24b595891d97195585cfc11ee8e97,BIN000001_202,BIN000001_202,22c24b595891d777e65e5cfb11eeaad2,22c24b595891f260f8f45cfb11eeb503,
2023-09-27 06:06:46,2023-09-27 16:40:37,,22c24b595891d777e65e5cfb11eeaad2,BIN000001_00,BIN000001_00,,22c24b595891de1811c85cfb11ee9aa3,
2023-09-27 06:12:33,2023-09-27 16:42:45,,22c24b595891ce121bcc5cfc11eea453,BIN000001_101,BIN000001_101,22c24b595891d777e65e5cfb11eeaad2,22c24b595891c3f156905d5211eeb952,
2023-09-27 16:45:05,2023-09-27 16:45:05,,22c24b5958912e4845805d5511ee9ae9,BIN000001_204,BIN000001_204,22c24b595891d777e65e5cfb11eeaad2,22c24b595891f260f8f45cfb11eeb503,
2023-09-27 16:44:45,2023-09-27 16:44:52,,22c24b5958912329c0dc5d5511ee9660,BIN000001_203,BIN000001_203,22c24b595891d777e65e5cfb11eeaad2,22c24b595891f260f8f45cfb11eeb503,
2023-09-27 06:10:22,2023-09-27 16:42:11,,22c24b5958910e219e985cfc11eea076,BIN000001_001,BIN000001_001,22c24b595891d777e65e5cfb11eeaad2,22c24b5958911254dbbe5cfd11eea2c2,
